claim_id,policy_id,accident_date,reporting_date,claim_amount,claim_status,payout_amount
438,4749,29/08/2023,05/01/2024,38965.87,Approved,38965.87
439,1506,15/08/2025,10/12/2025,143860.34,Rejected,0
440,3753,27/03/2023,21/06/2023,113772.35,Rejected,0
441,5798,23/11/2025,06/01/2026,127925.8,Rejected,0
442,342,22/08/2023,09/12/2023,17804.19,Approved,17804.19
443,1618,11/08/2024,15/09/2024,187197.16,Approved,187197.16
444,4162,15/07/2023,13/09/2023,53765.37,Approved,53765.37
445,1547,18/02/2024,13/07/2024,130909.83,Approved,130909.83
446,292,12/09/2023,12/10/2023,32363.51,Approved,32363.51
447,2947,13/04/2026,01/07/2026,127922.91,Rejected,0
448,3381,11/06/2023,13/09/2023,44216.16,Rejected,0
449,2115,09/01/2026,11/05/2026,149673.1,Approved,149673.1
450,2863,12/06/2026,30/10/2026,151591.43,Pending,0
451,5366,02/02/2025,29/03/2025,136228.21,Rejected,0
452,1026,16/02/2024,07/03/2024,105870.54,Approved,105870.54
453,710,07/07/2025,04/08/2025,109756.03,Approved,109756.03
454,1870,22/06/2024,06/11/2024,65959.47,Approved,65959.47
455,2444,31/01/2025,24/03/2025,98021.18,Rejected,0
456,3069,10/01/2024,03/05/2024,90959.74,Rejected,0
457,4498,10/06/2024,24/09/2024,12018.49,Approved,12018.49
458,4624,12/04/2024,17/04/2024,163382.42,Approved,163382.42
459,64,29/11/2023,17/12/2023,69233.51,Approved,69233.51
460,1393,14/04/2025,01/05/2025,94678.2,Pending,0
461,34,10/04/2026,23/07/2026,27518.06,Approved,27518.06
462,2593,01/08/2026,16/11/2026,178321.05,Approved,178321.05
463,5769,25/05/2026,29/08/2026,192846.8,Approved,108990.26
464,2189,14/04/2025,14/05/2025,107683.07,Approved,107683.07
465,2361,14/05/2025,14/05/2025,195708.89,Rejected,0
466,1081,03/02/2025,22/06/2025,76165.66,Approved,76165.66
467,2457,26/07/2025,22/10/2025,38101.85,Approved,33342.55
468,822,23/07/2024,07/11/2024,187279.47,Rejected,0
469,4782,10/11/2025,10/01/2026,20628.89,Approved,20628.89
470,1667,21/12/2024,02/01/2025,9325.23,Approved,9325.23
471,851,26/07/2025,19/09/2025,155324.69,Rejected,0
472,4143,08/03/2025,14/07/2025,47215.22,Pending,0
473,5107,11/12/2024,02/03/2025,154621.37,Approved,95259.59
474,4737,25/10/2023,06/03/2024,60449.94,Approved,60449.94
475,1235,30/06/2024,13/08/2024,85726.52,Rejected,0
476,1561,25/05/2025,06/06/2025,188346.49,Pending,0
477,3928,08/12/2025,15/03/2026,64087.52,Rejected,0
478,4891,13/04/2025,26/07/2025,75603.81,Approved,75603.81
479,4248,22/01/2025,24/03/2025,60496.92,Rejected,0
480,4934,13/02/2026,21/03/2026,182990.86,Rejected,0
481,1021,12/07/2025,25/10/2025,111678.71,Pending,0
482,2007,30/11/2024,09/03/2025,41065.68,Approved,41065.68
483,2177,07/06/2025,09/09/2025,145054.65,Approved,145054.65
484,4598,19/01/2026,25/04/2026,120782.95,Rejected,0
485,1267,10/12/2025,27/01/2026,117722.95,Rejected,0
486,3954,06/11/2024,29/03/2025,42173.37,Approved,27352.05
487,171,22/08/2025,15/10/2025,192434.47,Pending,0
488,115,20/10/2025,19/02/2026,139277.44,Pending,0
489,439,09/07/2024,30/08/2024,48246.53,Approved,48246.53
490,1314,06/10/2025,11/01/2026,129919.91,Approved,129919.91
491,281,21/06/2024,30/10/2024,93467.81,Pending,0
492,2331,01/12/2024,20/02/2025,74455.63,Pending,0
493,1750,19/05/2026,30/05/2026,44644.18,Approved,44644.18
494,3288,02/04/2026,21/08/2026,116039.01,Pending,0
495,3427,22/01/2024,06/04/2024,66308.12,Approved,66308.12
496,767,07/12/2024,13/04/2025,188721.18,Approved,188721.18
497,2728,01/09/2025,04/01/2026,146688.06,Approved,146688.06
498,5363,05/09/2023,22/01/2024,183421.43,Approved,183421.43
499,3692,12/06/2024,27/06/2024,167894.16,Approved,167894.16
500,3230,19/10/2026,31/10/2026,82772.25,Rejected,0
501,2352,27/11/2025,25/01/2026,30630.41,Approved,30630.41
502,838,02/08/2023,05/11/2023,127726.85,Approved,120989.03
503,3905,28/08/2024,30/12/2024,106676.39,Approved,106676.39
504,1224,02/03/2023,15/07/2023,107379.75,Rejected,0
505,3634,24/01/2026,28/01/2026,139722.89,Approved,139722.89
506,3750,21/01/2026,17/02/2026,105114.89,Pending,0
507,2486,09/02/2024,29/03/2024,50857.43,Rejected,0
508,3992,19/12/2025,25/02/2026,16264.34,Rejected,0
509,2827,17/09/2023,12/01/2024,198051.49,Approved,198051.49
510,1379,21/01/2024,10/02/2024,171714.72,Rejected,0
511,704,19/06/2025,12/07/2025,75745.33,Approved,75745.33
512,342,19/12/2023,21/12/2023,16995.88,Rejected,0
513,1899,05/04/2025,28/06/2025,171663.08,Approved,171663.08
514,4472,12/07/2025,22/07/2025,180303.96,Approved,180303.96
515,4299,16/09/2024,15/01/2025,184869.77,Approved,184869.77
516,1615,23/11/2024,11/04/2025,7063.91,Approved,4620.49
517,1403,20/05/2024,17/10/2024,164227.8,Approved,156861.97
518,3089,15/03/2024,25/04/2024,113555.84,Approved,94449.74
519,4098,09/10/2023,01/01/2024,148079.16,Approved,148079.16
520,2258,28/01/2026,17/02/2026,194877.5,Approved,194877.5
521,4682,08/12/2025,05/02/2026,68448.25,Rejected,0
522,5387,28/08/2024,07/12/2024,65612.14,Pending,0
523,5505,05/12/2025,12/02/2026,90384.76,Rejected,0
524,5304,05/07/2025,04/10/2025,75397.69,Approved,75397.69
525,1214,02/06/2026,07/09/2026,123913.87,Approved,123913.87
526,4653,31/05/2024,21/06/2024,76310,Approved,76310
527,5685,10/09/2024,18/12/2024,21756.91,Approved,21756.91
528,4818,06/03/2024,27/06/2024,54318.41,Approved,54318.41
529,2881,14/07/2025,01/11/2025,111170.63,Approved,111170.63
530,4078,21/09/2024,13/10/2024,19066.32,Approved,19066.32
531,4305,12/06/2025,18/09/2025,83055.11,Approved,83055.11
532,2668,10/09/2024,11/11/2024,34331.79,Approved,34331.79
533,2261,01/03/2024,08/05/2024,98878.23,Approved,98878.23
534,1772,23/06/2025,01/09/2025,97104.15,Approved,97104.15
535,2914,27/02/2024,30/04/2024,99412.59,Rejected,0
536,3729,07/07/2026,26/08/2026,27530.16,Approved,27530.16
537,1525,18/05/2025,11/08/2025,76288.05,Rejected,0
538,4279,01/07/2023,21/10/2023,163187.36,Approved,159494.5
539,1527,07/11/2024,22/01/2025,189482.14,Approved,189482.14
540,5677,28/11/2025,12/01/2026,193760.68,Pending,0
541,3693,23/01/2025,28/05/2025,156503.89,Pending,0
542,5506,28/05/2023,01/09/2023,157280.37,Approved,157280.37
543,1969,27/08/2026,17/10/2026,109353,Approved,109353
544,2782,16/12/2025,22/12/2025,92593.63,Pending,0
545,3124,25/12/2025,16/02/2026,58620.58,Approved,58620.58
546,2065,28/08/2023,02/01/2024,60915.11,Approved,60915.11
547,4217,19/09/2023,05/01/2024,15256.04,Rejected,0
548,5571,09/10/2023,08/02/2024,107106.3,Approved,99193.34
549,4117,23/09/2023,09/02/2024,193701.39,Approved,193701.39
550,2579,29/12/2025,19/01/2026,50022.08,Approved,50022.08
551,1524,19/12/2024,30/12/2024,129183.73,Approved,129183.73
552,5939,15/09/2024,03/01/2025,20172.01,Approved,20172.01
553,1949,24/05/2025,13/10/2025,115259.46,Approved,115259.46
554,3873,13/10/2023,08/02/2024,117923.7,Rejected,0
555,2852,29/06/2026,06/08/2026,5400.25,Approved,5400.25
556,504,08/01/2026,29/01/2026,188164.89,Approved,188164.89
557,2756,22/08/2025,17/11/2025,41770.03,Approved,41770.03
558,4931,02/06/2026,26/06/2026,139504.27,Approved,139504.27
559,2391,12/11/2024,23/11/2024,23459.51,Rejected,0
560,3113,16/09/2023,13/10/2023,33288.64,Rejected,0
561,4631,27/05/2025,06/10/2025,32447.07,Approved,32447.07
562,3507,27/12/2023,24/02/2024,126137.18,Rejected,0
563,510,04/05/2025,22/08/2025,147608.98,Approved,106321.53
564,3428,01/11/2024,08/02/2025,43351.82,Approved,43351.82
565,2316,13/12/2025,29/12/2025,160000.72,Approved,160000.72
566,972,01/05/2025,23/07/2025,23234.02,Approved,23234.02
567,3493,04/12/2025,18/04/2026,63024.12,Pending,0
568,5623,27/02/2026,07/06/2026,69910.97,Approved,56104.09
569,5265,18/11/2024,02/02/2025,118238.59,Pending,0
570,4655,14/12/2024,17/01/2025,48095.26,Approved,48095.26
571,3620,15/04/2024,21/05/2024,83938.7,Approved,83938.7
572,1983,29/03/2025,15/07/2025,127282.58,Approved,127282.58
573,1196,04/09/2026,18/10/2026,98183.58,Approved,98183.58
574,1208,04/04/2026,28/07/2026,173171.69,Rejected,0
575,3080,29/10/2025,02/03/2026,163135.58,Approved,121970.7
576,5721,09/12/2024,23/03/2025,83418.27,Rejected,0
577,685,18/06/2024,21/10/2024,113296.86,Approved,113296.86
578,4836,17/03/2024,30/05/2024,45356.26,Approved,45356.26
579,2882,19/10/2025,12/03/2026,153300.95,Rejected,0
580,925,18/05/2025,25/09/2025,23284.23,Approved,23284.23
581,5195,27/04/2026,12/09/2026,8801.3,Rejected,0
582,3258,30/05/2024,16/10/2024,85318.36,Approved,85318.36
583,5960,27/09/2026,29/11/2026,199862.88,Approved,199862.88
584,3593,26/04/2024,18/05/2024,198794.56,Approved,198794.56
585,966,23/12/2023,14/02/2024,117790.82,Rejected,0
586,4592,27/07/2024,13/11/2024,28277.38,Approved,28277.38
587,5960,10/02/2026,25/02/2026,106690.02,Approved,106690.02
588,5903,01/07/2025,21/09/2025,58880.62,Pending,0
589,3900,26/09/2024,03/12/2024,103125.79,Pending,0
590,4254,16/08/2026,09/09/2026,150143.78,Approved,150143.78
591,636,15/01/2024,25/03/2024,25814.19,Pending,0
592,3087,04/06/2024,06/08/2024,64758.29,Approved,64758.29
593,1328,04/01/2025,14/04/2025,115696.39,Approved,115696.39
594,525,26/04/2025,31/07/2025,126908.74,Approved,69243.5
595,3763,11/10/2025,21/12/2025,175524.81,Rejected,0
596,2115,22/06/2026,24/10/2026,993.38,Approved,993.38
597,3706,15/05/2024,09/09/2024,139609.15,Rejected,0
598,3548,27/07/2023,10/12/2023,193641.65,Approved,143761.56
599,289,02/06/2023,13/08/2023,115797.76,Approved,115797.76
600,3141,21/09/2024,17/12/2024,152569.68,Pending,0
601,2558,21/07/2023,15/08/2023,167422.08,Rejected,0
602,2495,24/04/2025,25/05/2025,32017.71,Pending,0
603,1939,13/09/2024,13/09/2024,85845.96,Pending,0
604,5085,03/12/2024,05/01/2025,60722.17,Pending,0
605,1745,22/05/2025,14/06/2025,50452.66,Rejected,0
606,4530,10/05/2026,21/06/2026,125308.05,Approved,125308.05
607,1821,09/10/2025,26/01/2026,140887.76,Rejected,0
608,5009,25/04/2024,18/06/2024,26973.61,Approved,26973.61
609,923,05/05/2024,26/08/2024,139271.62,Approved,137070.56
610,3738,08/01/2026,10/02/2026,46174.9,Approved,46174.9
611,496,01/03/2023,27/03/2023,176257.3,Approved,176257.3
612,2705,29/04/2025,04/06/2025,112876.6,Approved,112876.6
613,3334,22/05/2024,11/09/2024,43004.56,Approved,43004.56
614,213,03/05/2026,24/08/2026,17794.26,Pending,0
615,1940,14/12/2024,18/01/2025,118120,Rejected,0
616,5192,09/09/2024,07/12/2024,63243.48,Pending,0
617,1744,08/10/2025,10/12/2025,17307.62,Approved,17307.62
618,1611,16/11/2023,27/01/2024,138249.98,Rejected,0
619,1163,02/11/2025,18/01/2026,121581.91,Approved,121581.91
620,2881,27/10/2025,10/01/2026,156868.42,Rejected,0
621,4538,24/02/2024,29/06/2024,48595.81,Approved,48595.81
622,163,07/01/2023,22/05/2023,2907.37,Pending,0
623,4209,20/12/2025,11/03/2026,172232.39,Approved,172232.39
624,5723,15/12/2024,03/05/2025,152663.82,Rejected,0
625,3339,27/06/2024,01/07/2024,3251.79,Approved,3251.79
626,5928,27/04/2023,06/08/2023,125899.85,Approved,125899.85
627,4426,29/11/2023,16/03/2024,16944.35,Rejected,0
628,3076,04/09/2025,19/01/2026,55854.81,Rejected,0
629,227,25/04/2024,15/05/2024,41037.9,Approved,31304.99
630,2033,13/07/2024,10/12/2024,166988.03,Rejected,0
631,493,30/09/2026,16/10/2026,87778.47,Approved,54153.38
632,4444,16/12/2024,07/01/2025,23639.32,Pending,0
633,1291,05/05/2026,19/05/2026,148467.86,Approved,148467.86
634,5150,09/12/2023,12/12/2023,140449.17,Rejected,0
635,5352,02/07/2023,06/11/2023,104839.57,Pending,0
636,4323,04/07/2024,15/08/2024,150080.39,Approved,128939.85
637,972,25/12/2024,01/01/2025,86150.25,Approved,86150.25
638,4349,31/05/2024,25/10/2024,99481.44,Rejected,0
639,5721,17/12/2024,19/03/2025,171942.28,Approved,171942.28
640,4259,09/06/2023,13/08/2023,178906.55,Rejected,0
641,1684,15/07/2025,13/08/2025,102010.56,Approved,102010.56
642,3237,28/02/2024,30/04/2024,73113.31,Approved,42968.02
643,4404,29/04/2023,17/09/2023,142947.15,Rejected,0
644,3039,29/05/2025,13/09/2025,50028.51,Approved,32857.14
645,2933,28/04/2024,21/09/2024,100657.17,Approved,59174.21
646,3151,26/08/2023,06/09/2023,14250.82,Pending,0
647,5229,27/11/2024,07/02/2025,62484.21,Rejected,0
648,1696,19/10/2024,09/03/2025,74099.41,Approved,74099.41
649,5444,17/01/2024,19/03/2024,118542.34,Approved,118542.34
650,147,05/06/2025,22/10/2025,49402.81,Rejected,0
651,1401,13/07/2025,25/10/2025,108538.27,Approved,108538.27
652,5940,20/12/2025,22/12/2025,791.68,Pending,0
653,2481,27/02/2025,03/06/2025,145579.4,Rejected,0
654,275,15/12/2024,05/02/2025,48014.44,Approved,48014.44
655,2756,15/04/2025,21/05/2025,19058.81,Rejected,0
656,490,15/12/2025,27/04/2026,179167.8,Approved,179167.8
657,3867,23/12/2023,19/05/2024,27136.01,Approved,14563
658,1663,24/12/2024,08/01/2025,192861.55,Approved,192861.55
659,1571,05/12/2023,23/02/2024,78894.06,Pending,0
660,3474,14/06/2025,03/09/2025,47105.44,Approved,26694.41
661,5284,30/06/2026,27/07/2026,33292.81,Approved,33292.81
662,1028,05/05/2026,04/06/2026,192944.63,Approved,192944.63
663,172,29/06/2025,25/10/2025,24422.75,Approved,24422.75
664,5239,24/02/2026,12/05/2026,139527.16,Rejected,0
665,4127,04/12/2025,28/01/2026,65894.83,Rejected,0
666,5555,22/08/2024,24/10/2024,79550.77,Pending,0
667,2672,13/12/2024,27/02/2025,198139.99,Approved,198139.99
668,5298,23/02/2026,18/06/2026,110249.12,Approved,110249.12
669,2190,03/06/2023,08/07/2023,12803,Approved,12803
670,5523,21/05/2023,23/06/2023,80416.07,Approved,80416.07
671,5966,06/10/2025,27/10/2025,52134.72,Approved,26624.27
672,3260,26/03/2024,15/05/2024,88964.55,Pending,0
673,5156,14/09/2025,07/10/2025,165956.56,Pending,0
674,1332,15/08/2024,15/09/2024,92468.49,Approved,92468.49
675,3996,03/05/2024,21/08/2024,79302.24,Rejected,0
676,2871,16/12/2024,23/03/2025,34975.04,Rejected,0
677,4473,26/07/2024,11/09/2024,89479.28,Approved,89479.28
678,1512,07/01/2025,10/03/2025,100028.88,Rejected,0
679,3635,18/05/2024,17/09/2024,56315.31,Approved,56315.31
680,3737,24/11/2025,07/04/2026,198820.41,Approved,198820.41
681,1533,04/04/2024,10/07/2024,72142.87,Rejected,0
682,1059,09/10/2025,10/02/2026,113347.4,Approved,113347.4
683,1467,26/01/2025,13/03/2025,119624.71,Approved,119624.71
684,1232,18/01/2025,01/02/2025,94601.03,Rejected,0
685,2701,16/06/2024,12/11/2024,194808.98,Pending,0
686,5605,03/08/2023,05/10/2023,53672.14,Rejected,0
687,398,09/06/2023,04/08/2023,196541.59,Approved,196541.59
688,3629,04/09/2024,19/10/2024,63941.87,Approved,63941.87
689,4116,04/09/2025,11/09/2025,70660.59,Rejected,0
690,523,15/07/2024,06/12/2024,189699.52,Approved,170178.79
691,3201,27/08/2025,12/01/2026,98342.07,Approved,98342.07
692,599,11/11/2024,06/01/2025,95858.8,Approved,95858.8
693,4490,01/02/2025,24/03/2025,68481.43,Rejected,0
694,3703,13/10/2024,03/01/2025,29968.55,Approved,29968.55
695,4777,01/12/2025,29/12/2025,172203.56,Rejected,0
696,2543,09/03/2023,12/06/2023,132596.84,Rejected,0
697,4280,24/07/2025,18/08/2025,64859.34,Approved,55704.61
698,4600,25/04/2024,27/08/2024,35253.43,Rejected,0
699,2951,19/10/2024,18/01/2025,117995.56,Approved,117995.56
700,1554,21/09/2025,05/12/2025,145901.78,Approved,140775.1
701,2313,15/02/2024,09/07/2024,120676.54,Approved,117549.87
702,243,12/04/2025,03/09/2025,99488.92,Approved,99488.92
703,5097,13/04/2024,12/06/2024,64243.98,Approved,64243.98
704,1920,02/03/2025,26/05/2025,53409.88,Approved,53409.88
705,1697,24/03/2024,21/06/2024,22052.9,Approved,22052.9
706,919,24/03/2024,14/07/2024,193835.81,Rejected,0
707,1934,04/09/2025,08/01/2026,70570.62,Pending,0
708,4316,22/06/2025,17/07/2025,157851.63,Rejected,0
709,2024,14/11/2025,10/01/2026,15205.02,Approved,9799.71
710,4857,25/07/2023,29/09/2023,15302.98,Pending,0
711,3266,26/09/2023,31/12/2023,15462.98,Approved,15141.97
712,4216,27/06/2025,28/10/2025,86549.01,Rejected,0
713,4839,04/09/2026,16/10/2026,87122.98,Rejected,0
714,314,27/11/2023,22/12/2023,194892.48,Approved,194892.48
715,2589,22/11/2024,09/04/2025,56663.85,Approved,56663.85
716,5735,29/07/2025,06/11/2025,168050.97,Approved,168050.97
717,2966,11/03/2026,11/03/2026,59262.62,Approved,59262.62
718,2862,06/02/2025,08/06/2025,5634.27,Approved,5634.27
719,5610,27/12/2025,16/01/2026,23544.03,Approved,23544.03
720,1918,05/10/2024,07/02/2025,53368.38,Pending,0
721,3464,11/11/2025,30/03/2026,74518.59,Approved,74518.59
722,375,23/09/2023,15/01/2024,88228.21,Approved,88228.21
723,779,18/10/2023,10/03/2024,150570.91,Approved,150570.91
724,1548,09/08/2024,05/11/2024,83090.34,Rejected,0
725,5969,07/10/2023,04/12/2023,168239.03,Approved,118630.34
726,4754,10/05/2024,08/09/2024,47510.58,Approved,47510.58
727,2910,06/05/2024,14/05/2024,180140.78,Approved,149875.7
728,3075,08/03/2026,14/04/2026,151559.16,Approved,151559.16
729,459,22/11/2023,15/01/2024,25674.11,Rejected,0
730,2507,01/01/2025,21/01/2025,87360.95,Pending,0
731,2226,07/01/2026,13/02/2026,51948.33,Rejected,0
732,2333,24/12/2024,15/01/2025,79772.32,Approved,79772.32
733,1850,26/08/2023,06/01/2024,174756.52,Approved,174756.52
734,1582,27/09/2024,24/02/2025,84208.97,Approved,84208.97
735,3535,21/04/2024,13/09/2024,151796.29,Approved,144694.47
736,3542,03/12/2024,28/12/2024,173561.32,Rejected,0
737,1780,09/10/2023,22/01/2024,131130.14,Approved,131130.14
738,2560,09/03/2026,18/03/2026,80893.3,Approved,80893.3
739,5120,10/05/2025,20/08/2025,177970.06,Approved,177970.06
740,1342,09/08/2025,21/08/2025,184206.58,Rejected,0
741,5911,14/03/2024,19/03/2024,158833.59,Approved,158833.59
742,2704,10/12/2023,04/01/2024,45977.5,Pending,0
743,5552,24/01/2024,16/05/2024,64513.23,Rejected,0
744,3608,11/09/2023,03/10/2023,42672.41,Approved,36828.98
745,3534,21/11/2025,24/02/2026,103296.31,Rejected,0
746,1360,30/12/2025,15/01/2026,101605.66,Approved,101605.66
747,2620,13/10/2025,07/03/2026,38956.31,Approved,35454.86
748,1055,08/12/2023,16/12/2023,183647.2,Approved,183647.2
749,2903,07/08/2023,09/11/2023,101272.71,Rejected,0
750,4784,26/07/2025,26/08/2025,48766.65,Rejected,0
751,606,12/08/2023,04/12/2023,174160.91,Approved,174160.91
752,651,10/09/2025,07/12/2025,178951.14,Approved,178951.14
753,3565,23/07/2026,15/08/2026,77619.85,Approved,77619.85
754,1253,16/07/2026,08/09/2026,129652.29,Pending,0
755,5633,29/07/2024,19/09/2024,82196.69,Approved,82196.69
756,5355,25/06/2025,27/06/2025,26896.66,Approved,26896.66
757,3030,10/12/2023,05/02/2024,161114.57,Approved,161114.57
758,4092,21/04/2026,30/06/2026,75606.85,Approved,75606.85
759,864,11/08/2025,05/10/2025,135600.63,Approved,94188.84
760,5924,24/07/2024,25/07/2024,132639.91,Approved,90642.48
761,2803,16/04/2024,27/06/2024,22066.85,Approved,22066.85
762,902,16/06/2024,07/09/2024,52598.81,Pending,0
763,4069,09/01/2026,26/03/2026,103700.07,Approved,103700.07
764,5821,27/08/2023,08/12/2023,136310.77,Rejected,0
765,840,02/10/2023,06/02/2024,52255.54,Pending,0
766,5400,24/12/2023,05/04/2024,7546.14,Approved,7546.14
767,5982,27/10/2024,14/12/2024,142817.17,Approved,142817.17
768,2414,17/12/2025,17/04/2026,134537.76,Pending,0
769,1381,27/11/2024,11/02/2025,168207.42,Rejected,0
770,5321,26/12/2023,10/02/2024,94420.78,Approved,94420.78
771,5879,07/03/2024,22/04/2024,179968.44,Pending,0
772,2309,01/10/2025,23/10/2025,45053.92,Approved,31809.49
773,2365,06/11/2025,09/02/2026,59163.2,Approved,43222.44
774,2865,12/07/2025,08/12/2025,124320.61,Approved,124320.61
775,4399,21/10/2023,26/02/2024,136299.2,Approved,136299.2
776,3832,07/08/2024,20/08/2024,30580.3,Pending,0
777,3766,25/04/2025,21/07/2025,114096.02,Approved,82629.48
778,802,25/07/2025,09/09/2025,97772.38,Rejected,0
779,4384,01/06/2024,16/07/2024,12073.71,Approved,12073.71
780,4893,28/11/2023,10/01/2024,32107.81,Approved,32107.81
781,3269,21/01/2024,23/02/2024,126880.76,Rejected,0
782,945,09/09/2025,27/12/2025,76971.63,Pending,0
783,3272,12/08/2023,26/12/2023,74933.73,Approved,74933.73
784,1827,03/10/2024,15/02/2025,135511.25,Approved,135511.25
785,2234,27/07/2023,22/09/2023,69197.78,Rejected,0
786,2914,27/12/2023,22/01/2024,117939.8,Approved,117939.8
787,4104,21/03/2023,05/06/2023,91457.3,Pending,0
788,5464,19/05/2024,30/09/2024,177650.82,Approved,118659.93
789,3920,21/05/2026,20/08/2026,33394.26,Rejected,0
790,1357,08/03/2026,12/03/2026,145570.18,Approved,145570.18
791,3813,01/12/2025,30/04/2026,25070.82,Approved,25070.82
792,1683,06/04/2023,11/07/2023,51529.94,Pending,0
793,4459,27/03/2025,08/04/2025,10068.09,Approved,10068.09
794,658,01/08/2023,13/08/2023,83646.73,Rejected,0
795,1921,05/09/2025,06/10/2025,95142.07,Approved,95142.07
796,3825,18/05/2024,20/05/2024,132502.08,Approved,132502.08
797,2685,23/11/2025,28/12/2025,179775.07,Approved,179775.07
798,1120,11/10/2025,10/11/2025,157059.63,Approved,157059.63
799,1393,20/01/2026,12/03/2026,166384.01,Rejected,0
800,5081,27/10/2024,26/01/2025,59422.56,Rejected,0
801,4177,22/05/2024,09/10/2024,41934.95,Approved,27760.76
802,4819,01/07/2025,04/07/2025,181422.57,Rejected,0
803,3968,12/03/2026,16/07/2026,18471.49,Approved,18471.49
804,2879,19/10/2024,23/12/2024,91621.87,Rejected,0
805,4887,22/06/2024,28/08/2024,20411.88,Approved,20411.88
806,3502,19/02/2023,04/05/2023,135514.92,Approved,135514.92
807,5695,11/01/2026,04/02/2026,178113.26,Pending,0
808,3146,28/07/2024,01/09/2024,34517.2,Rejected,0
809,617,03/12/2023,24/03/2024,54027.73,Pending,0
810,199,02/11/2025,05/02/2026,36982.45,Rejected,0
811,1991,02/04/2025,13/07/2025,54730.7,Pending,0
812,3322,13/01/2025,15/05/2025,129944.87,Rejected,0
813,612,04/05/2025,01/06/2025,145419.02,Approved,132873.93
814,1489,01/02/2025,18/05/2025,96793.63,Pending,0
815,965,20/09/2024,10/01/2025,76260.28,Approved,76260.28
816,2437,16/05/2024,18/06/2024,97880.49,Approved,70076.27
817,5272,31/01/2024,06/04/2024,2965.86,Rejected,0
818,928,23/04/2026,04/09/2026,115541.48,Rejected,0
819,5113,14/06/2024,10/08/2024,134133.95,Pending,0
820,4318,16/10/2023,25/02/2024,140265.75,Approved,140265.75
821,712,17/10/2025,19/12/2025,132910.27,Approved,132910.27
822,1640,15/11/2024,06/04/2025,122776.35,Pending,0
823,2288,24/08/2025,03/10/2025,94123.14,Approved,94123.14
824,3335,26/11/2024,15/12/2024,64466.45,Rejected,0
825,3996,31/12/2023,11/03/2024,44929.95,Approved,44929.95
826,1863,27/04/2026,26/06/2026,89115.68,Approved,89115.68
827,1936,28/03/2024,02/08/2024,24182.02,Approved,24182.02
828,863,31/10/2025,04/11/2025,82761.54,Approved,82761.54
829,5600,28/08/2025,20/09/2025,192652.66,Rejected,0
830,4728,30/09/2026,16/12/2026,112685.35,Pending,0
831,3139,19/02/2024,14/06/2024,72986.82,Pending,0
832,157,04/06/2024,31/07/2024,66728.54,Rejected,0
833,3637,16/06/2025,15/10/2025,72977.26,Rejected,0
834,3393,13/07/2026,11/08/2026,131952.6,Approved,131952.6
835,5427,12/09/2023,25/11/2023,75091.13,Approved,75091.13
836,2558,20/09/2023,24/01/2024,143512.79,Approved,143512.79
837,2641,14/11/2024,18/01/2025,37914.91,Rejected,0
838,3561,15/02/2025,11/04/2025,156393.37,Approved,156393.37
839,5921,01/12/2023,16/03/2024,126831.47,Approved,126831.47
840,5220,26/09/2025,19/01/2026,118068.58,Approved,118068.58
841,5018,07/01/2024,08/01/2024,10190.04,Approved,9283.33
842,906,27/10/2024,06/03/2025,182081.21,Rejected,0
843,4688,12/12/2025,09/05/2026,163141.21,Approved,163141.21
844,2944,26/02/2025,19/05/2025,77240.2,Approved,73285.19
845,4988,02/01/2025,13/03/2025,68900.33,Approved,68900.33
846,3633,01/12/2025,05/01/2026,140152.85,Approved,140152.85
847,1655,20/08/2024,07/01/2025,142518.93,Pending,0
848,5448,15/08/2024,09/10/2024,125021.43,Approved,125021.43
849,2308,26/08/2024,28/09/2024,130192.23,Pending,0
850,181,13/09/2025,19/01/2026,127557.05,Approved,127557.05
851,5008,30/04/2025,20/09/2025,114342.32,Approved,114342.32
852,4102,12/08/2023,26/12/2023,169536.57,Approved,128192.99
853,1625,19/04/2023,25/07/2023,134215.71,Approved,134215.71
854,225,18/08/2025,30/10/2025,29712.46,Rejected,0
855,677,06/01/2023,22/03/2023,108463.83,Approved,108463.83
856,2615,07/04/2026,03/05/2026,135267.44,Rejected,0
857,3193,15/10/2025,11/12/2025,112473.48,Rejected,0
858,5241,17/08/2023,25/12/2023,159864.94,Rejected,0
859,606,01/05/2023,13/05/2023,77817.15,Pending,0
860,193,24/03/2024,12/06/2024,11233.54,Pending,0
861,1464,20/05/2024,10/07/2024,156294.52,Rejected,0
862,5914,24/08/2025,20/10/2025,141073.5,Pending,0
863,4403,05/02/2024,09/05/2024,109549.72,Rejected,0
864,4150,31/10/2023,20/12/2023,192875.82,Rejected,0
865,5039,24/02/2024,17/06/2024,136690.44,Approved,136690.44
866,2284,27/04/2023,05/09/2023,8606.53,Approved,8606.53
867,4356,22/08/2023,24/09/2023,169279.83,Approved,169279.83
868,4872,23/04/2026,01/06/2026,185761.33,Approved,185761.33
869,2232,16/02/2025,04/05/2025,114749.06,Approved,114749.06
870,1713,07/08/2025,27/10/2025,191419.05,Approved,191419.05
871,3788,23/04/2026,02/06/2026,107638.67,Approved,107638.67
872,1763,24/11/2025,17/01/2026,66547.77,Rejected,0
873,1787,03/09/2025,28/10/2025,123846.98,Pending,0
874,3577,11/07/2026,01/12/2026,196236.07,Rejected,0
875,4272,29/03/2025,27/04/2025,89410.62,Rejected,0
