policy_id,customer_id,product_id,policy_number,start_date,end_date,premium_amount,coverage_amount
3522,5295,7,TRV-2023-0003522,2023-08-20,2024-08-19,200.00,7139.19
3523,3566,6,MTR-2025-0003523,2025-07-20,2026-07-19,424.75,17670.77
3524,1623,4,HOM-2023-0003524,2023-07-10,2024-07-09,606.07,4384.73
3525,4047,8,TRV-2023-0003525,2023-10-22,2024-10-21,331.14,2352.96
3526,2249,7,TRV-2023-0003526,2023-10-23,2024-10-22,1178.92,12221.46
3527,3710,3,HOM-2023-0003527,2023-03-08,2024-03-07,251.07,8050.40
3528,4843,7,TRV-2025-0003528,2025-05-09,2026-05-08,648.58,10143.13
3529,175,5,MTR-2024-0003529,2024-06-02,2025-06-01,820.59,4761.58
3530,4717,1,HLT-2025-0003530,2025-03-11,2026-03-10,626.39,28828.94
3531,2330,3,HOM-2024-0003531,2024-02-15,2025-02-14,1219.35,52278.33
3532,3300,1,HLT-2025-0003532,2025-06-20,2026-06-19,398.21,18043.82
3533,4322,1,HLT-2025-0003533,2025-03-21,2026-03-20,670.24,13527.15
3534,134,2,HLT-2023-0003534,2023-08-24,2024-08-23,687.83,17983.45
3535,3401,5,MTR-2024-0003535,2024-04-21,2025-04-20,1519.21,26373.96
3536,2833,7,TRV-2025-0003536,2025-12-03,2026-12-02,266.50,2289.11
3537,2566,8,TRV-2024-0003537,2024-03-04,2025-03-03,666.08,21683.85
3538,3223,5,MTR-2024-0003538,2024-02-28,2025-02-27,568.21,20649.07
3539,3724,8,TRV-2025-0003539,2025-05-13,2026-05-12,541.32,23379.75
3540,995,6,MTR-2024-0003540,2024-01-25,2025-01-24,382.25,18040.93
3541,842,1,HLT-2025-0003541,2025-02-12,2026-02-11,257.27,3879.80
3542,86,3,HOM-2025-0003542,2025-10-26,2026-10-25,954.92,9292.43
3543,2645,7,TRV-2023-0003543,2023-05-02,2024-05-01,649.98,9870.18
3544,722,4,HOM-2023-0003544,2023-07-04,2024-07-03,280.98,10560.59
3545,3022,1,HLT-2024-0003545,2024-09-05,2025-09-04,484.80,22802.55
3546,431,5,MTR-2023-0003546,2023-03-08,2024-03-07,1201.38,53761.00
3547,353,2,HLT-2024-0003547,2024-02-09,2025-02-08,508.46,3640.65
3548,2493,2,HLT-2025-0003548,2025-09-19,2026-09-18,949.97,16023.83
3549,5636,7,TRV-2023-0003549,2023-06-21,2024-06-20,428.98,7355.31
3550,1396,3,HOM-2025-0003550,2025-11-29,2026-11-28,611.88,19124.55
3551,983,3,HOM-2023-0003551,2023-06-30,2024-06-29,572.53,11089.89
3552,1213,7,TRV-2023-0003552,2023-12-28,2024-12-27,624.03,21005.26
3553,5475,2,HLT-2023-0003553,2023-07-21,2024-07-20,800.72,22804.00
3554,1970,8,TRV-2024-0003554,2024-04-19,2025-04-18,405.48,14093.31
3555,2299,6,MTR-2023-0003555,2023-12-25,2024-12-24,272.56,10839.43
3556,3955,4,HOM-2025-0003556,2025-10-21,2026-10-20,329.44,3008.11
3557,2427,2,HLT-2024-0003557,2024-08-07,2025-08-06,1421.74,29693.66
3558,1985,4,HOM-2025-0003558,2025-01-04,2026-01-03,356.15,12918.78
3559,616,8,TRV-2023-0003559,2023-07-14,2024-07-13,1417.64,10932.86
3560,108,4,HOM-2025-0003560,2025-05-20,2026-05-19,640.87,16705.41
3561,3155,4,HOM-2025-0003561,2025-08-14,2026-08-13,721.84,19449.29
3562,2789,4,HOM-2024-0003562,2024-01-27,2025-01-26,1190.50,49560.27
3563,4323,6,MTR-2025-0003563,2025-08-07,2026-08-06,1352.36,53042.21
3564,2555,8,TRV-2024-0003564,2024-09-09,2025-09-08,643.53,22194.08
3565,4133,2,HLT-2024-0003565,2024-07-10,2025-07-09,463.47,21382.48
3566,1792,6,MTR-2024-0003566,2024-11-07,2025-11-06,955.24,21350.48
3567,3707,4,HOM-2023-0003567,2023-04-02,2024-04-01,463.95,18604.83
3568,1539,2,HLT-2025-0003568,2025-08-16,2026-08-15,517.75,9062.04
3569,1346,5,MTR-2023-0003569,2023-04-29,2024-04-28,644.08,30798.14
3570,4729,2,HLT-2024-0003570,2024-08-22,2025-08-21,590.76,6869.38
3571,878,2,HLT-2025-0003571,2025-02-13,2026-02-12,826.89,13085.79
3572,3776,3,HOM-2024-0003572,2024-02-11,2025-02-10,1193.02,20286.17
3573,3902,8,TRV-2025-0003573,2025-11-19,2026-11-18,793.52,16535.42
3574,970,2,HLT-2024-0003574,2024-07-01,2025-06-30,353.73,7410.36
3575,1737,3,HOM-2024-0003575,2024-11-11,2025-11-10,539.62,12336.66
3576,3530,6,MTR-2025-0003576,2025-01-02,2026-01-01,615.85,4552.41
3577,2234,6,MTR-2024-0003577,2024-04-27,2025-04-26,347.05,3262.82
3578,5314,7,TRV-2025-0003578,2025-05-28,2026-05-27,637.77,24197.04
3579,3462,4,HOM-2022-0003579,2022-12-09,2023-12-08,507.12,9244.93
3580,3299,3,HOM-2023-0003580,2023-04-29,2024-04-28,1061.12,33671.69
3581,4339,8,TRV-2024-0003581,2024-11-17,2025-11-16,352.49,9988.80
3582,895,1,HLT-2025-0003582,2025-08-18,2026-08-17,512.34,17463.37
3583,910,4,HOM-2025-0003583,2025-10-02,2026-10-01,1310.28,13343.18
3584,293,5,MTR-2025-0003584,2025-11-23,2026-11-22,375.42,5910.81
3585,4360,2,HLT-2024-0003585,2024-06-14,2025-06-13,736.51,12812.09
3586,5081,7,TRV-2023-0003586,2023-03-14,2024-03-13,575.42,13025.13
3587,830,4,HOM-2025-0003587,2025-03-15,2026-03-14,858.38,32641.27
3588,5667,5,MTR-2024-0003588,2024-08-14,2025-08-13,582.95,15904.46
3589,1402,4,HOM-2023-0003589,2023-11-09,2024-11-08,782.70,16157.66
3590,2360,5,MTR-2024-0003590,2024-10-03,2025-10-02,657.56,25003.52
3591,773,3,HOM-2023-0003591,2023-10-31,2024-10-30,400.58,11074.36
3592,5739,8,TRV-2025-0003592,2025-01-12,2026-01-11,327.38,12525.26
3593,5636,4,HOM-2024-0003593,2024-01-27,2025-01-26,621.18,7864.43
3594,5583,2,HLT-2024-0003594,2024-04-20,2025-04-19,439.84,5497.58
3595,2722,8,TRV-2024-0003595,2024-02-19,2025-02-18,386.87,4403.55
3596,105,8,TRV-2024-0003596,2024-05-13,2025-05-12,411.17,9973.55
3597,171,3,HOM-2025-0003597,2025-04-04,2026-04-03,281.00,13725.92
3598,631,3,HOM-2025-0003598,2025-05-21,2026-05-20,587.66,20899.62
3599,80,6,MTR-2023-0003599,2023-06-26,2024-06-25,3651.59,177574.52
3600,4778,1,HLT-2025-0003600,2025-05-03,2026-05-02,289.85,7818.36
3601,2027,8,TRV-2024-0003601,2024-12-28,2025-12-27,1733.25,17197.95
3602,143,5,MTR-2024-0003602,2024-05-22,2025-05-21,870.69,37083.69
3603,4304,3,HOM-2025-0003603,2025-10-31,2026-10-30,338.99,13212.02
3604,770,2,HLT-2023-0003604,2023-02-19,2024-02-18,1053.18,19701.95
3605,2750,8,TRV-2023-0003605,2023-02-15,2024-02-14,524.48,14202.80
3606,2874,5,MTR-2023-0003606,2023-05-09,2024-05-08,326.64,11384.51
3607,2076,6,MTR-2025-0003607,2025-08-04,2026-08-03,278.90,7152.05
3608,2889,5,MTR-2024-0003608,2024-11-18,2025-11-17,452.36,16717.90
3609,4243,8,TRV-2022-0003609,2022-12-31,2023-12-30,753.53,7591.25
3610,5618,1,HLT-2023-0003610,2023-06-16,2024-06-15,507.54,5915.64
3611,3362,4,HOM-2023-0003611,2023-08-08,2024-08-07,1015.94,35224.17
3612,1161,6,MTR-2024-0003612,2024-10-21,2025-10-20,271.41,7437.30
3613,2001,7,TRV-2024-0003613,2024-11-14,2025-11-13,827.24,17515.89
3614,732,4,HOM-2022-0003614,2022-12-07,2023-12-06,424.44,19706.38
3615,3095,2,HLT-2024-0003615,2024-09-30,2025-09-29,313.10,15168.25
3616,5136,8,TRV-2023-0003616,2023-10-16,2024-10-15,395.12,19530.75
3617,4317,3,HOM-2025-0003617,2025-11-09,2026-11-08,504.70,8549.07
3618,5563,6,MTR-2023-0003618,2023-06-28,2024-06-27,929.66,41797.30
3619,3204,7,TRV-2025-0003619,2025-09-10,2026-09-09,345.24,16411.67
3620,2264,5,MTR-2024-0003620,2024-03-18,2025-03-17,431.59,5859.17
3621,4748,6,MTR-2023-0003621,2023-08-09,2024-08-08,370.78,15772.14
3622,1008,7,TRV-2024-0003622,2024-02-04,2025-02-03,490.28,19998.51
3623,4643,6,MTR-2023-0003623,2023-04-29,2024-04-28,464.99,8359.77
3624,69,8,TRV-2025-0003624,2025-09-17,2026-09-16,1516.23,70846.58
3625,1206,8,TRV-2024-0003625,2024-06-17,2025-06-16,381.36,13592.26
3626,4286,5,MTR-2023-0003626,2023-12-29,2024-12-28,634.61,20987.05
3627,5443,3,HOM-2023-0003627,2023-04-13,2024-04-12,578.52,10797.53
3628,2362,2,HLT-2024-0003628,2024-07-05,2025-07-04,612.21,25094.69
3629,128,8,TRV-2025-0003629,2025-10-03,2026-10-02,1336.44,9145.11
3630,2319,2,HLT-2025-0003630,2025-09-09,2026-09-08,398.74,2948.16
3631,2506,1,HLT-2023-0003631,2023-08-20,2024-08-19,408.06,9942.19
3632,5409,1,HLT-2023-0003632,2023-02-24,2024-02-23,795.11,5761.04
3633,1129,6,MTR-2024-0003633,2024-08-12,2025-08-11,358.87,15984.96
3634,4113,3,HOM-2025-0003634,2025-08-03,2026-08-02,1394.53,66820.07
3635,5843,5,MTR-2024-0003635,2024-03-24,2025-03-23,1126.70,12865.78
3636,1611,7,TRV-2025-0003636,2025-11-26,2026-11-25,317.09,9936.05
3637,662,5,MTR-2023-0003637,2023-12-04,2024-12-03,401.96,5968.54
3638,3877,6,MTR-2024-0003638,2024-10-02,2025-10-01,637.54,10323.55
3639,5559,7,TRV-2025-0003639,2025-09-19,2026-09-18,677.75,16276.40
3640,804,5,MTR-2023-0003640,2023-04-26,2024-04-25,796.10,36945.99
3641,4891,5,MTR-2025-0003641,2025-12-03,2026-12-02,200.00,2559.72
3642,3571,6,MTR-2023-0003642,2023-05-02,2024-05-01,1034.08,42601.11
3643,1141,4,HOM-2022-0003643,2022-12-07,2023-12-06,603.62,9809.38
3644,3411,4,HOM-2023-0003644,2023-11-02,2024-11-01,581.19,10779.80
3645,702,5,MTR-2024-0003645,2024-12-15,2025-12-14,380.35,11600.65
3646,5148,8,TRV-2023-0003646,2023-04-06,2024-04-05,373.95,11054.85
3647,3080,7,TRV-2023-0003647,2023-06-30,2024-06-29,1078.35,10052.27
3648,4314,8,TRV-2025-0003648,2025-06-15,2026-06-14,263.38,9543.84
3649,4128,6,MTR-2023-0003649,2023-11-22,2024-11-21,1031.88,26908.39
3650,3504,8,TRV-2025-0003650,2025-02-19,2026-02-18,738.58,17668.87
3651,3361,8,TRV-2025-0003651,2025-10-27,2026-10-26,571.12,3566.81
3652,4579,1,HLT-2024-0003652,2024-10-27,2025-10-26,553.86,26633.54
3653,3449,2,HLT-2022-0003653,2022-12-20,2023-12-19,473.66,18479.15
3654,5040,5,MTR-2022-0003654,2022-12-18,2023-12-17,461.31,18636.21
3655,4755,6,MTR-2025-0003655,2025-11-20,2026-11-19,358.09,3841.36
3656,4451,5,MTR-2024-0003656,2024-05-22,2025-05-21,562.42,4167.04
3657,3217,3,HOM-2023-0003657,2023-06-11,2024-06-10,1017.22,23530.74
3658,49,8,TRV-2024-0003658,2024-09-22,2025-09-21,591.52,24451.45
3659,4244,8,TRV-2025-0003659,2025-11-18,2026-11-17,767.96,32840.97
3660,694,1,HLT-2023-0003660,2023-06-29,2024-06-28,1139.25,19547.10
3661,5324,2,HLT-2024-0003661,2024-12-17,2025-12-16,231.74,4636.37
3662,798,5,MTR-2023-0003662,2023-03-26,2024-03-25,1001.06,30477.22
3663,5658,6,MTR-2023-0003663,2023-11-26,2024-11-25,401.43,17620.42
3664,995,1,HLT-2024-0003664,2024-07-23,2025-07-22,989.89,36201.04
3665,4230,3,HOM-2023-0003665,2023-04-23,2024-04-22,374.61,11347.77
3666,4058,3,HOM-2023-0003666,2023-05-14,2024-05-13,266.89,4019.22
3667,5536,3,HOM-2023-0003667,2023-05-15,2024-05-14,399.52,7407.16
3668,2547,1,HLT-2024-0003668,2024-04-05,2025-04-04,750.19,30947.41
3669,5110,4,HOM-2024-0003669,2024-06-28,2025-06-27,431.37,4383.54
3670,1,3,HOM-2024-0003670,2024-03-14,2025-03-13,718.20,23104.91
3671,992,2,HLT-2023-0003671,2023-07-07,2024-07-06,271.93,4384.67
3672,849,8,TRV-2024-0003672,2024-07-22,2025-07-21,1115.61,6815.86
3673,4144,8,TRV-2023-0003673,2023-06-30,2024-06-29,555.52,12544.82
3674,998,5,MTR-2025-0003674,2025-08-28,2026-08-27,1116.18,25901.05
3675,1507,4,HOM-2025-0003675,2025-10-22,2026-10-21,755.93,32412.34
3676,4479,5,MTR-2023-0003676,2023-07-15,2024-07-14,673.44,28268.24
3677,5582,8,TRV-2023-0003677,2023-03-22,2024-03-21,918.10,40092.62
3678,5056,2,HLT-2025-0003678,2025-03-09,2026-03-08,707.64,17305.98
3679,5212,1,HLT-2025-0003679,2025-04-29,2026-04-28,322.73,4297.59
3680,5386,4,HOM-2022-0003680,2022-12-19,2023-12-18,607.30,7703.54
3681,5732,4,HOM-2025-0003681,2025-07-11,2026-07-10,461.98,12208.80
3682,2376,5,MTR-2025-0003682,2025-09-10,2026-09-09,240.19,8416.04
3683,4824,8,TRV-2023-0003683,2023-08-17,2024-08-16,372.35,8016.80
3684,2255,7,TRV-2024-0003684,2024-10-19,2025-10-18,558.34,12485.56
3685,880,8,TRV-2024-0003685,2024-06-03,2025-06-02,302.44,7186.08
3686,3481,3,HOM-2023-0003686,2023-11-01,2024-10-31,200.00,1251.74
3687,3745,2,HLT-2025-0003687,2025-08-07,2026-08-06,650.60,19771.35
3688,91,5,MTR-2023-0003688,2023-07-29,2024-07-28,843.61,5511.94
3689,5329,8,TRV-2024-0003689,2024-09-05,2025-09-04,939.93,6502.84
3690,2906,3,HOM-2025-0003690,2025-07-20,2026-07-19,575.64,14998.77
3691,5924,8,TRV-2025-0003691,2025-11-06,2026-11-05,823.36,14376.43
3692,1297,6,MTR-2024-0003692,2024-10-23,2025-10-22,761.82,20971.93
3693,4123,4,HOM-2023-0003693,2023-11-08,2024-11-07,318.52,6592.58
3694,5786,7,TRV-2023-0003694,2023-04-19,2024-04-18,510.89,14349.38
3695,1430,3,HOM-2023-0003695,2023-05-11,2024-05-10,328.39,6841.68
3696,5892,6,MTR-2023-0003696,2023-07-11,2024-07-10,1099.68,28236.13
3697,1148,5,MTR-2023-0003697,2023-06-15,2024-06-14,505.35,20377.35
3698,5394,5,MTR-2025-0003698,2025-06-08,2026-06-07,945.32,44010.75
3699,559,8,TRV-2024-0003699,2024-07-24,2025-07-23,458.88,10069.44
3700,3865,3,HOM-2024-0003700,2024-06-04,2025-06-03,403.92,12489.91
3701,4154,5,MTR-2024-0003701,2024-10-03,2025-10-02,466.55,5049.93
3702,2655,6,MTR-2024-0003702,2024-04-07,2025-04-06,455.83,14268.48
3703,3308,2,HLT-2023-0003703,2023-07-11,2024-07-10,393.93,2766.10
3704,1304,4,HOM-2023-0003704,2023-12-25,2024-12-24,369.50,3452.73
3705,871,8,TRV-2024-0003705,2024-02-09,2025-02-08,504.63,23738.06
3706,3903,6,MTR-2025-0003706,2025-09-02,2026-09-01,1769.29,69348.95
3707,1938,2,HLT-2023-0003707,2023-04-15,2024-04-14,395.13,17974.76
3708,1426,7,TRV-2023-0003708,2023-12-26,2024-12-25,1017.01,39675.21
3709,3442,2,HLT-2025-0003709,2025-04-13,2026-04-12,1054.71,8212.71
3710,2051,2,HLT-2025-0003710,2025-06-26,2026-06-25,1139.79,7618.15
3711,598,8,TRV-2025-0003711,2025-06-25,2026-06-24,486.31,19136.71
3712,4969,1,HLT-2025-0003712,2025-07-06,2026-07-05,673.27,31347.31
3713,2631,2,HLT-2024-0003713,2024-02-21,2025-02-20,765.63,27901.59
3714,3094,3,HOM-2025-0003714,2025-11-12,2026-11-11,494.26,24465.47
3715,4701,4,HOM-2023-0003715,2023-01-16,2024-01-15,431.80,5962.00
3716,4024,8,TRV-2025-0003716,2025-09-23,2026-09-22,501.78,17837.38
3717,1847,4,HOM-2024-0003717,2024-03-18,2025-03-17,866.22,33260.19
3718,3556,4,HOM-2023-0003718,2023-10-21,2024-10-20,739.46,6559.62
3719,199,2,HLT-2025-0003719,2025-02-17,2026-02-16,887.26,12562.96
3720,1152,1,HLT-2025-0003720,2025-07-05,2026-07-04,694.32,14705.87
3721,3343,2,HLT-2025-0003721,2025-02-04,2026-02-03,460.94,9371.84
3722,5590,8,TRV-2023-0003722,2023-09-25,2024-09-24,411.07,5572.53
3723,1699,8,TRV-2024-0003723,2024-08-05,2025-08-04,1569.77,43228.74
3724,2921,3,HOM-2024-0003724,2024-03-09,2025-03-08,447.03,18360.33
3725,3596,7,TRV-2025-0003725,2025-09-04,2026-09-03,749.61,24846.71
3726,581,2,HLT-2023-0003726,2023-02-28,2024-02-27,467.45,5012.77
3727,4238,5,MTR-2023-0003727,2023-12-12,2024-12-11,571.22,5450.06
3728,4086,4,HOM-2025-0003728,2025-01-12,2026-01-11,521.48,3815.44
3729,4429,6,MTR-2024-0003729,2024-07-27,2025-07-26,585.18,3519.51
3730,2375,5,MTR-2023-0003730,2023-05-30,2024-05-29,588.50,13281.97
3731,2932,2,HLT-2023-0003731,2023-12-15,2024-12-14,703.12,31120.03
3732,1294,5,MTR-2025-0003732,2025-01-20,2026-01-19,526.57,4404.74
3733,4714,4,HOM-2025-0003733,2025-08-23,2026-08-22,267.58,11611.31
3734,5008,5,MTR-2025-0003734,2025-06-15,2026-06-14,1584.97,36398.65
3735,465,2,HLT-2023-0003735,2023-03-26,2024-03-25,540.65,16881.67
3736,2154,1,HLT-2025-0003736,2025-03-05,2026-03-04,535.06,3452.40
3737,3453,5,MTR-2022-0003737,2022-12-24,2023-12-23,868.07,12172.95
3738,487,3,HOM-2024-0003738,2024-06-18,2025-06-17,455.64,6465.76
3739,2701,1,HLT-2024-0003739,2024-04-10,2025-04-09,763.65,11915.06
3740,598,1,HLT-2023-0003740,2023-06-29,2024-06-28,460.80,9475.45
3741,580,7,TRV-2024-0003741,2024-07-28,2025-07-27,625.06,19949.82
3742,5018,2,HLT-2025-0003742,2025-05-06,2026-05-05,968.28,43512.89
3743,3923,3,HOM-2024-0003743,2024-09-19,2025-09-18,512.14,8794.92
3744,342,2,HLT-2024-0003744,2024-06-25,2025-06-24,1037.43,6849.12
3745,4159,4,HOM-2025-0003745,2025-04-02,2026-04-01,596.60,20442.60
3746,3535,8,TRV-2025-0003746,2025-10-31,2026-10-30,200.00,3730.77
3747,1865,1,HLT-2023-0003747,2023-08-31,2024-08-30,429.02,20123.65
3748,216,4,HOM-2024-0003748,2024-12-06,2025-12-05,2116.16,61449.82
3749,3108,1,HLT-2023-0003749,2023-03-29,2024-03-28,808.58,24146.07
3750,428,7,TRV-2022-0003750,2022-12-31,2023-12-30,577.92,22802.22
3751,5698,3,HOM-2025-0003751,2025-06-05,2026-06-04,389.52,9479.88
3752,3497,3,HOM-2023-0003752,2023-03-20,2024-03-19,519.47,5299.24
3753,967,6,MTR-2022-0003753,2022-12-27,2023-12-26,989.79,20617.83
3754,2811,7,TRV-2024-0003754,2024-01-17,2025-01-16,1102.01,51037.48
3755,1951,4,HOM-2023-0003755,2023-11-06,2024-11-05,575.68,5261.48
3756,83,4,HOM-2023-0003756,2023-02-05,2024-02-04,321.76,7589.66
3757,4393,1,HLT-2023-0003757,2023-03-09,2024-03-08,989.83,49087.89
3758,123,4,HOM-2024-0003758,2024-08-15,2025-08-14,375.03,15589.24
3759,628,1,HLT-2025-0003759,2025-01-30,2026-01-29,434.66,4651.82
3760,1479,5,MTR-2024-0003760,2024-02-24,2025-02-23,267.20,1861.68
3761,2865,4,HOM-2025-0003761,2025-08-08,2026-08-07,351.06,17522.81
3762,1063,7,TRV-2025-0003762,2025-01-22,2026-01-21,200.00,5308.31
3763,1003,2,HLT-2024-0003763,2024-09-11,2025-09-10,279.91,2361.60
3764,4454,4,HOM-2024-0003764,2024-09-24,2025-09-23,429.34,11708.88
3765,2925,4,HOM-2025-0003765,2025-11-30,2026-11-29,821.13,20494.90
3766,2480,6,MTR-2024-0003766,2024-08-21,2025-08-20,2697.95,108213.10
3767,2398,4,HOM-2023-0003767,2023-04-13,2024-04-12,343.89,9872.39
3768,2192,6,MTR-2025-0003768,2025-08-27,2026-08-26,688.68,25067.76
3769,4125,2,HLT-2025-0003769,2025-03-18,2026-03-17,385.40,2863.48
3770,3366,8,TRV-2025-0003770,2025-03-20,2026-03-19,606.06,10660.76
3771,1667,3,HOM-2025-0003771,2025-07-19,2026-07-18,369.00,15816.87
3772,4268,4,HOM-2023-0003772,2023-07-31,2024-07-30,576.88,10800.50
3773,4530,4,HOM-2024-0003773,2024-02-10,2025-02-09,650.88,6849.64
3774,5939,3,HOM-2023-0003774,2023-04-14,2024-04-13,301.83,1996.32
3775,1925,8,TRV-2024-0003775,2024-03-31,2025-03-30,250.58,8581.33
3776,3718,2,HLT-2023-0003776,2023-04-07,2024-04-06,657.64,3918.24
3777,277,5,MTR-2025-0003777,2025-02-07,2026-02-06,267.04,4675.48
3778,3148,5,MTR-2023-0003778,2023-10-17,2024-10-16,1079.72,45589.07
3779,693,1,HLT-2023-0003779,2023-08-04,2024-08-03,744.95,13080.70
3780,4996,7,TRV-2025-0003780,2025-03-18,2026-03-17,402.95,10996.94
3781,3135,7,TRV-2024-0003781,2024-04-26,2025-04-25,389.22,9723.06
3782,1838,4,HOM-2024-0003782,2024-08-03,2025-08-02,250.65,5531.77
3783,5407,7,TRV-2025-0003783,2025-06-03,2026-06-02,462.22,13386.88
3784,5411,5,MTR-2025-0003784,2025-08-17,2026-08-16,864.11,5537.89
3785,2850,1,HLT-2025-0003785,2025-09-10,2026-09-09,236.20,10853.96
3786,2755,5,MTR-2025-0003786,2025-10-28,2026-10-27,1553.07,64391.78
3787,4842,4,HOM-2025-0003787,2025-08-31,2026-08-30,561.22,21930.43
3788,2794,7,TRV-2023-0003788,2023-03-18,2024-03-17,1134.55,49873.01
3789,5974,1,HLT-2024-0003789,2024-03-31,2025-03-30,1296.32,53580.60
3790,4533,7,TRV-2025-0003790,2025-11-25,2026-11-24,744.10,35613.60
3791,5554,5,MTR-2024-0003791,2024-10-15,2025-10-14,200.00,8726.63
3792,4381,8,TRV-2023-0003792,2023-12-11,2024-12-10,760.13,18298.29
3793,5892,5,MTR-2023-0003793,2023-03-05,2024-03-04,225.48,2776.72
3794,3124,8,TRV-2023-0003794,2023-12-20,2024-12-19,1454.72,56084.58
3795,1951,3,HOM-2023-0003795,2023-04-18,2024-04-17,1276.34,58516.45
3796,2300,5,MTR-2024-0003796,2024-10-10,2025-10-09,802.96,7105.52
3797,2047,5,MTR-2023-0003797,2023-06-04,2024-06-03,840.42,16967.20
3798,3233,1,HLT-2024-0003798,2024-11-09,2025-11-08,615.34,20121.39
3799,2964,5,MTR-2025-0003799,2025-07-14,2026-07-13,1527.77,52960.68
3800,5350,1,HLT-2025-0003800,2025-07-08,2026-07-07,613.56,6499.92
3801,4657,6,MTR-2023-0003801,2023-03-01,2024-02-29,846.14,36062.48
3802,1464,8,TRV-2024-0003802,2024-03-30,2025-03-29,351.08,9065.80
3803,3604,1,HLT-2025-0003803,2025-10-05,2026-10-04,1060.11,27552.02
3804,2939,8,TRV-2025-0003804,2025-09-23,2026-09-22,515.79,17381.32
3805,4560,4,HOM-2023-0003805,2023-09-04,2024-09-03,1135.35,26552.99
3806,4748,2,HLT-2023-0003806,2023-06-09,2024-06-08,1581.18,27575.87
3807,5000,6,MTR-2022-0003807,2022-12-25,2023-12-24,681.01,32619.15
3808,3609,3,HOM-2023-0003808,2023-07-07,2024-07-06,214.39,3561.09
3809,2263,5,MTR-2025-0003809,2025-11-29,2026-11-28,248.36,10954.54
3810,1043,4,HOM-2022-0003810,2022-12-23,2023-12-22,627.48,20936.01
3811,1204,1,HLT-2023-0003811,2023-08-17,2024-08-16,350.10,5416.14
3812,5363,1,HLT-2025-0003812,2025-01-15,2026-01-14,987.78,13129.08
3813,4152,8,TRV-2024-0003813,2024-05-27,2025-05-26,285.98,8892.57
3814,344,4,HOM-2025-0003814,2025-02-25,2026-02-24,719.62,5567.40
3815,5854,5,MTR-2025-0003815,2025-02-16,2026-02-15,846.83,41399.58
3816,133,6,MTR-2024-0003816,2024-01-12,2025-01-11,565.87,16591.23
3817,367,4,HOM-2023-0003817,2023-08-22,2024-08-21,778.78,16150.21
3818,635,8,TRV-2024-0003818,2024-07-05,2025-07-04,640.19,6461.58
3819,635,4,HOM-2023-0003819,2023-06-21,2024-06-20,937.73,13298.78
3820,4673,6,MTR-2024-0003820,2024-01-27,2025-01-26,413.47,17494.41
3821,5579,7,TRV-2023-0003821,2023-06-07,2024-06-06,388.80,3193.09
3822,3494,5,MTR-2023-0003822,2023-01-20,2024-01-19,1864.55,21327.80
3823,2676,6,MTR-2024-0003823,2024-05-09,2025-05-08,688.36,13818.39
3824,3344,6,MTR-2024-0003824,2024-10-02,2025-10-01,627.40,16425.85
3825,2409,1,HLT-2024-0003825,2024-02-01,2025-01-31,583.90,7131.80
3826,366,5,MTR-2025-0003826,2025-02-26,2026-02-25,469.74,22013.84
3827,4844,1,HLT-2023-0003827,2023-03-15,2024-03-14,609.61,5962.26
3828,1732,6,MTR-2024-0003828,2024-01-18,2025-01-17,317.65,8889.70
3829,4164,6,MTR-2025-0003829,2025-05-19,2026-05-18,710.62,33610.40
3830,3104,1,HLT-2025-0003830,2025-08-06,2026-08-05,868.30,30015.11
3831,1230,7,TRV-2023-0003831,2023-04-04,2024-04-03,891.61,35055.91
3832,5319,2,HLT-2025-0003832,2025-01-14,2026-01-13,728.70,34965.26
3833,1839,7,TRV-2024-0003833,2024-11-12,2025-11-11,237.78,6955.90
3834,994,1,HLT-2025-0003834,2025-02-06,2026-02-05,511.32,16525.65
3835,5401,8,TRV-2024-0003835,2024-06-17,2025-06-16,1178.84,22707.14
3836,1597,5,MTR-2023-0003836,2023-03-02,2024-03-01,499.71,22985.72
3837,2693,4,HOM-2025-0003837,2025-01-20,2026-01-19,344.55,14111.14
3838,2966,4,HOM-2025-0003838,2025-05-04,2026-05-03,642.94,16402.65
3839,946,4,HOM-2023-0003839,2023-08-22,2024-08-21,200.00,5005.07
3840,3359,6,MTR-2024-0003840,2024-06-29,2025-06-28,356.72,3062.82
3841,4592,2,HLT-2023-0003841,2023-08-07,2024-08-06,299.62,13830.04
3842,5353,8,TRV-2024-0003842,2024-01-06,2025-01-05,415.51,13393.90
3843,3678,7,TRV-2023-0003843,2023-05-14,2024-05-13,710.07,10892.01
3844,1027,4,HOM-2025-0003844,2025-05-15,2026-05-14,322.81,12893.09
3845,3340,3,HOM-2025-0003845,2025-10-18,2026-10-17,885.59,28559.88
3846,2351,6,MTR-2023-0003846,2023-06-03,2024-06-02,1669.39,31923.74
3847,668,7,TRV-2023-0003847,2023-11-25,2024-11-24,2095.21,50171.93
3848,1216,8,TRV-2025-0003848,2025-02-03,2026-02-02,506.48,16951.04
3849,1622,3,HOM-2022-0003849,2022-12-09,2023-12-08,801.02,35595.93
3850,128,3,HOM-2023-0003850,2023-02-12,2024-02-11,473.01,4936.09
3851,2157,8,TRV-2022-0003851,2022-12-25,2023-12-24,257.78,9906.08
3852,1036,1,HLT-2023-0003852,2023-12-20,2024-12-19,862.81,36689.82
3853,197,3,HOM-2023-0003853,2023-02-15,2024-02-14,789.19,39102.00
